_recordId,_createdTime,Role,Company,Grade,Notes,Date,Status,Tracker #
recRnWGwl3AsqX8ET,2026-06-12T04:04:47.000Z,"Principal Product Manager, Applications FP&A Domain",anaplan,4.0/5,auto-submit re-run 2026-05-28,2026-05-14,Blocked,41
recRzzsh17k2SBln7,2026-07-13T05:17:45.000Z,"Sr. Field Technical Program Manager, Forward Deployed Engineering",Databricks,B,RESTORED 2026-07-08 after archive-stale reaped it (r14 recurrence #4). Original Created At: 2026-07-03. Waiting on Rahil → warm referral via Denny Lee.,,,
recS6Jkdl88AHoekj,2026-06-21T08:02:16.000Z,"Program Manager, Product",Databricks,C,"Covered by live-2026-06-15-05. One consolidated message to Denny Lee covers both Databricks roles, Field Technical Program Manager and this Program Manager, Product role. See that card for the ready to send message.",,,
recS9N9i6MZDCzJfc,2026-07-04T05:16:44.000Z,Senior Product Manager,Anaplan,C,,,,
recSNnQwnTsqAHg0Z,2026-06-18T05:14:28.000Z,Staff Product Manager,Twilio,B,,,,
recSm5jZ2ZdAyAR1O,2026-06-12T04:06:36.000Z,"Sr. Program Manager, Data for Good",databricks,A,auto-submit re-run 2026-06-07,2026-05-23,Blocked,86
recSoqUYLJee3PWIa,2026-07-02T05:16:52.000Z,Senior Product Manager - Agentic Identity,Highspot,C,,,,
recT29Qj3CCZD10yq,2026-06-26T05:15:06.000Z,"Product Manager, Funnel Optimization",LendingTree,C,,,,
recT39Al7yj38XqMo,2026-07-24T05:17:42.000Z,Principal Product Manager - Product Catalog,Twilio,C,,,,
recThjSxWbA1tb8rj,2026-06-12T04:06:36.000Z,Commercial Strategy Program Manager  Global Commercial Office   Remote  USA  R63944 2,medtronic,B,auto-submit re-run 2026-06-02,2026-05-28,Blocked,102
recTiL7by7eeKLtnC,2026-07-07T05:18:31.000Z,Project/Program Manager,CG Infinity,C,"Manually filed by Rahil via job-board screenshot, not auto-scanned. Graded with worker-grader.mjs keyword-count rubric (1 keyword match = C). 4 LinkedIn connections on file at CG Infinity total (incl. a Principal); Connection Name shows first match per engine convention.",,,
recTx2lkBBt7bfvUy,2026-06-23T05:14:54.000Z,"Product Manager II, AI & Data Security",Datadog,C,,,,
recUHnFKoyM4k2Y1J,2026-06-12T04:04:47.000Z,"Senior Program Manager, Dedicated Workplace Teams",springhealth66,5.0/5,auto-submit re-run 2026-05-21,2026-05-07,Blocked,3
recULeHkFQZpFLUoB,2026-07-09T05:16:00.000Z,Sr Product Manager - Agentic Intake & Orchestration -11632,Coupa Software,C,,,,
recUToPqfonQYChDF,2026-06-12T04:08:07.000Z,Technical Program Manager R50459,motorolasolutions,B,auto-submit,2026-06-03,Blocked,151
recUaVzqjlFESuCQ9,2026-06-12T04:06:36.000Z,Senior Supply Chain Program Manager,medtronic,B,auto-submit re-run 2026-06-03,2026-05-28,Blocked,121
recUd7X4IPPzN3NHV,2026-07-24T05:17:42.000Z,Senior Scrum Master,AHEAD,C,,,,
recUfk9wZcHNXMUQX,2026-07-11T05:15:14.000Z,"Staff Product Manager, Advertiser Experience",Pinterest,C,,,,
recUjgGmQC2rt6T2K,2026-06-12T04:08:07.000Z,Command Center (title truncated — verify),motorolasolutions,B,row reconstructed 2026-06-01 after file truncation; verify role title,2026-05-29,Blocked,139
recUz0LYLB1gKeFn9,2026-06-12T04:06:36.000Z,Senior Project Manager  Delivery Coordinator R 417099 1,humana,A,auto-submit re-run 2026-06-02,2026-05-29,Blocked,126
recV52r7BQQD73Unb,2026-06-18T05:14:28.000Z,Technical Program Manager (TPM),Spruce Systems,B,,,,
recVJPGbf55i8svuP,2026-06-18T05:14:31.000Z,Technical Program Manager - Security,Outreach,C,,,,
recVTcJFKM0E7fBrs,2026-06-12T04:06:36.000Z,Sustainment Program Manager,raytheon,A,auto-submit re-run 2026-06-02,2026-05-28,Blocked,107
recVtWvM8BexU6fo4,2026-06-12T04:06:36.000Z,Senior Product Manager R 416093,humana,B,auto-submit re-run 2026-06-02,2026-05-28,Blocked,101
recVxBNtsp8qnqSL6,2026-06-12T04:04:47.000Z,Product Manager - Apps,capitalrx,4.0/5,auto-submit re-run 2026-05-18,2026-05-14,Evaluated,39
recW036hwufvSYz2a,2026-06-12T04:08:07.000Z,Lead AI Product Manager,humana,A,auto-submit re-run 2026-06-07,2026-06-03,Blocked,165
recW1NYUpvUR0wzp2,2026-06-18T05:14:29.000Z,"Program Manager, Communications",Anthropic,C,,,,
recWPWVfEdC3oZYNQ,2026-06-30T13:29:41.000Z,Partner Program Manager,Twilio,C,,,,
recWk148jbOkVJ8m5,2026-07-09T05:16:00.000Z,"Senior Product Manager, Hardware (Stations)",Lyft,C,,,,
recWvtegSaVCm7soq,2026-06-12T04:06:36.000Z,"Commercial Strategy Program Manager, Global Commercial Office - Remote (USA)",medtronic,B,auto-submit re-run 2026-05-25,2026-05-23,Blocked,92
recX3fmPOFaLMIwA3,2026-06-12T04:08:54.000Z,Senior Project Manager   Combine Cycle Gas Power R5043439 2,gevernova,B,auto-submit,2026-06-05,Blocked,185
recXBHKrENaEtvmnO,2026-07-13T05:17:45.000Z,Senior Product Manager - Cloud Infrastructure,Okta,C,,,,
recXHk8QfEdDRBeQc,2026-06-18T05:14:30.000Z,"Sr. Technical Program Manager, Professional Services - Financial Services",Databricks,A,,,,
recXqDmsIRvcl3UT1,2026-06-12T04:08:07.000Z,Value Stream Leader - Program Manager (Hybrid),raytheon,B,auto-submit re-run 2026-06-02,2026-06-02,Blocked,144
recXw1khyNyKpS3vW,2026-07-24T05:17:42.000Z,Staff Technical Program Manager,Duolingo,B,,,,
recXzIoCqfzHpRNBh,2026-07-13T05:17:45.000Z,"Sr. Field Technical Program Manager, Forward Deployed Engineering - Public Sector",Databricks,B,RESTORED 2026-07-08 after archive-stale reaped it (r14 recurrence #4). Original Created At: 2026-07-03. Waiting on Rahil → warm referral via Denny Lee.,,,
recXzUwwxzRxgFNLV,2026-06-30T13:29:41.000Z,"Technical Program Manager, Professional Services",Databricks,B,"--- OUTREACH: Denny Lee (TPM Track) ---
Connection request: Use existing drafted message - confirmed compatible with all TPM roles.

InMail - TPM-optimized variant (use this OR existing if existing is TPM-leaning):
Subject: TPM Opportunities at Databricks

Hey Denny,

Reaching out because Databricks keeps coming up in my research and the work you are doing in data and AI at that scale is hard to ignore.

I am Rahil Nathani, a Senior Program Manager and Scrum Master with 13 years of experience across Toyota, healthcare, and fintech. PMP and A-CSM certified. I have spent a lot of that time running complex, cross-functional delivery programs - coordinating engineering, product, and customer-facing teams on timelines that do not have much room for error.

I noticed a few TPM roles open on the Professional Services and Field teams that align well with my background in technical program delivery and external stakeholder engagement.

Would love to grab 20 minutes to learn more about the team and see if there is a fit. Happy to connect however works best.

Thanks,
Rahil Nathani
Dallas, TX | PMP | A-CSM",,,
recY27zha48n3PYxR,2026-06-12T04:04:47.000Z,Program Manager,mitratech,—,no-submit-button (board redirect),2026-05-21,Blocked,67
recYNVrNFwRrhdOUN,2026-06-18T05:14:28.000Z,"Technical Program Manager, Core Infrastructure",Stripe,A,,,,
recYVj9ZwWjqk62sQ,2026-06-12T04:08:07.000Z,Stripe Jobs,stripe,A,auto-submit re-run 2026-06-07,2026-06-02,Blocked,148
recYvgU0SouFGT6YT,2026-06-12T04:06:36.000Z,"Technical Program Manager, Risk",stripe,B,auto-submit,2026-05-23,Blocked,84
recZEQrAMBJd6pVNm,2026-06-18T05:14:31.000Z,Technical Program Manager,Plaud,C,,,,
recZVz0yXDo9Qo6G4,2026-06-12T04:06:36.000Z,Current job openings at Databricks,databricks,A,auto-submit re-run 2026-06-07,2026-05-23,Blocked,85
reca12bLPPdwyh7EW,2026-06-12T04:08:07.000Z,Low Latency Infrastructure Senior Program Manager 26966413,citi,A,auto-submit re-run 2026-06-06,2026-06-03,Blocked,170
reca2XPQ2NxDXJyCf,2026-07-02T05:16:52.000Z,Senior Product Manager - Workforce,Delinea,C,,,,
recaB5hA8meLzGrsO,2026-06-18T05:14:30.000Z,Product Manager,Linear,B,,,,
recaP0JwTgf0oUDAM,2026-07-10T05:16:25.000Z,Product Manager,PAR Technology,C,,,,
recaQXUAtTscVtx7w,2026-06-12T04:08:07.000Z,Principal Technical Project Manager - Tac Comm (onsite),raytheon,B,auto-submit re-run 2026-06-03,2026-06-02,Blocked,149
recaU88lQilAkf88D,2026-07-05T05:17:21.000Z,Technical Program Manager,Leonardo DRS,B,"Manually filed by Rahil via job-board screenshot, not auto-scanned. Graded with worker-grader.mjs keyword-count rubric (2 keyword matches = B). No LinkedIn connection on file for Leonardo DRS.",,,
recaVdJrADHlUEp9z,2026-07-05T05:17:21.000Z,"Principal Product Manager, Integration Platform - 11637",Coupa Software,C,,,,
recanlBl30snFqVMG,2026-06-30T13:29:41.000Z,"Product Manager, EMEA Local Payment Methods",Stripe,C,"--- CONNECTION REQUEST (231 chars) ---
Hi Shamila, I came across your work at Stripe on EMEA payment methods and was genuinely impressed by the scope. I am a Sr. PM/Scrum Master with 13 years across fintech and healthcare exploring PM roles at Stripe. Would love to connect.

--- INMAIL ---
Subject: Sr. PM Interest - Stripe EMEA Payments

Hi Shamila,

I hope this finds you well. Your work on local payment method coverage across EMEA caught my attention - the complexity of navigating regulatory requirements, local payment schemes, and product delivery at Stripe's scale is a genuinely interesting problem space.

I am Rahil Nathani, a Senior Program Manager and Scrum Master with 13 years of experience across Toyota, healthcare, and fintech. I hold a PMP and A-CSM, and I have led cross-functional programs where regulatory, engineering, and go-to-market stakeholders had to move in sync - which maps closely to what your team is navigating.

I am currently exploring Sr. PM and TPM roles, and the EMEA Local Payment Methods role stood out as a strong fit. I would love to hear your perspective on what makes someone successful in this space and learn more about the team's priorities.

Would you have 20 minutes for a quick conversation? Happy to work around your schedule.

Thanks for your time,
Rahil Nathani
Dallas, TX | PMP | A-CSM",,,
recasDZQpHDmgDkWD,2026-06-25T05:16:38.000Z,Product Manager II - Application Performance Monitoring,Datadog,C,,,,
recaw7YdfWsSXfyh9,2026-06-12T04:08:54.000Z,Senior Lead Digital Product Manager,wf,A,auto-submit re-run 2026-06-07,2026-06-05,Blocked,195
recaykCPJtr6e1IWS,2026-06-26T05:15:06.000Z,"Principal Product Manager, IAM Security & Agentic Identity",Okta,C,,,,
recb6OObIa2VljNpk,2026-06-18T05:14:31.000Z,"Technical Program Manager, Data Science",Figma,B,,,,
recbDwRRY8UckXZmu,2026-07-22T05:17:56.000Z,"Principal Product Manager, Hardware",Lambda Labs,C,,,,
recbX9bReUAeXBh4d,2026-06-12T04:04:47.000Z,Staff Technical Program Manager,okta,4.0/5,auto-submit re-run 2026-05-21,2026-05-14,Blocked,36
recbizyS1ZwgvWUCK,2026-06-30T13:29:41.000Z,"Sr. Program Manager, Accenture Business Group",Databricks,C,"--- OUTREACH: Denny Lee (PM Track) ---
Connection request: Use existing drafted message - confirmed compatible with PM roles.

InMail - PM-optimized variant (recommend over TPM-leaning existing draft for this card):
Subject: Sr. PM Opportunities at Databricks

Hey Denny,

Reaching out because Databricks keeps coming up in my research and the product vision - across the data lakehouse, AI, and partner ecosystem - is genuinely compelling.

I am Rahil Nathani, a Senior Program Manager and Product Manager with 13 years of experience across Toyota, healthcare, and fintech. PMP and A-CSM certified. I have owned product strategy and delivery programs end to end, working closely with engineering, sales, and partners to bring complex products to market.

I noticed several open PM roles - including Sr. Program Manager in the Accenture Business Group - that look like a strong fit. I would love to learn more about the roadmap and hear your take on where the team is headed.

Would you have 20 minutes for a quick chat? Happy to connect however works best.

Thanks,
Rahil Nathani
Dallas, TX | PMP | A-CSM",,,
recbmLg4EwAFOfRLp,2026-07-04T05:16:44.000Z,Sr. Product Manager,Okta,C,,,,
recc1GjBSFoHH2nxS,2026-06-12T04:04:47.000Z,Senior Technical Program Manager,mercury,4.0/5,auto-submit re-run 2026-05-21,2026-05-07,Blocked,4
recc3NE5Bjf7Hshig,2026-06-18T05:14:30.000Z,Digital Customer Success Program Manager,Notion,B,,,,
reccFHfNm0yGU1iiz,2026-06-12T04:08:54.000Z,Engineering Program Manager Level 3 4 R10231216,northrop grumman,A,auto-submit re-run 2026-06-07,2026-06-05,Blocked,187
reccUyc5dXYY4xVTh,2026-07-12T05:17:30.000Z,Senior Product Manager,Toast,C,,,,
reccVRnlGcIqfeE1w,2026-06-12T04:08:07.000Z,Program Manager 3 - Mission Exploitation Operating unit,northrop grumman,B,auto-submit re-run 2026-06-06,2026-06-03,Blocked,166
reccYOh2ir0hhOk11,2026-06-18T05:14:30.000Z,"Technical Program Manager, Compute",Anthropic,A,,,,
reccbDz6E4nkiQV1j,2026-06-18T05:14:31.000Z,"Operations Program Manager, Managed Operations",Stripe,C,"Covered by live-2026-06-12-30. The consolidated referral ask to Shamila leads with Enterprise Servicing and Capital Collections. Not sending a separate message for this posting, flag it if you want it added to the ask.",,,
reccxVQMFat4xoEb3,2026-06-18T05:14:29.000Z,"Technical Program Manager, Identity and Access Management Programs",Stripe,B,"Covered by live-2026-06-12-30. The consolidated referral ask to Shamila leads with Enterprise Servicing and Capital Collections. Not sending a separate message for this posting, flag it if you want it added to the ask.",,,
recd2M3DHDVWk0I7K,2026-06-30T13:29:41.000Z,Group Product Manager - Privleged Access Management,Okta,C,,,,
recd8TcKlwE1bWCRC,2026-06-28T05:14:38.000Z,"Associate Program Manager, Venue Operations",Lyft,C,,,,
recdjZItGerewynzy,2026-06-12T04:06:36.000Z,We care about your privacy,johnson & johnson,B,auto-submit re-run 2026-06-07,2026-05-29,Blocked,127
recdp0dQsuQKFS6Ct,2026-06-18T05:14:28.000Z,Release Train Engineer (Remote - US),ICF,A,,,,
recdy02Itr36Rr8x9,2026-06-12T04:08:07.000Z,Product Manager – Digital Measurement,target,A,auto-submit re-run 2026-06-06,2026-06-03,Blocked,168
rece7SrNaTkYtKWLy,2026-07-13T05:17:45.000Z,"Product Manager, Code",Figma,C,,,,
receaZiYUFwGbZ6U1,2026-06-12T04:06:36.000Z,Senior Project Manager - Supply Chain,gevernova,A,auto-submit re-run 2026-06-07,2026-05-28,Blocked,113
recec7WDlxE11v31X,2026-06-12T04:08:07.000Z,Nuclear Project Manager (On-Site),gevernova,B,auto-submit re-run 2026-06-07,2026-06-03,Blocked,181
recequeTeQ8zPPVVT,2026-06-12T04:08:54.000Z,"Staff Product Manager, Cards Monetization",stripe,A,auto-submit re-run 2026-06-07,2026-06-05,Blocked,189
receroH4cCQO0W5dE,2026-06-12T04:08:54.000Z,"Global Service & Repair Program Manager - Mounds View, MN",medtronic,B,auto-submit re-run 2026-06-07,2026-06-05,Blocked,199
recf6NS7RP55LBuuf,2026-06-30T13:29:41.000Z,"Principal Product Manager, Diner Engagement",OpenTable,C,,,,
recfCQsfy5beaHbDw,2026-06-12T04:04:47.000Z,Program Manager Go To Market,stripe,—,TD-19: search URL not listing URL,2026-05-21,Blocked,74
recfFPVXg3JGKGquU,2026-06-21T08:02:16.000Z,"Program Manager, Agentic Commerce Go-to-Market",Stripe,C,,,,
recffn3VdzaUDJdoi,2026-07-22T05:17:56.000Z,Staff Product Manager,Pinterest,C,,,,
recfrdUjwYfPsfuBj,2026-06-18T05:14:31.000Z,"Program Manager, Risk Ops Enablement",Stripe,B,"Covered by live-2026-06-12-30. The consolidated referral ask to Shamila leads with Enterprise Servicing and Capital Collections. Not sending a separate message for this posting, flag it if you want it added to the ask.",,,
recfuBQ5T0Eh0IY8N,2026-06-28T05:14:38.000Z,Senior Business Technology Product Manager- Supply Chain,Samsara,C,,,,
recgzfUGOleAj50fX,2026-07-24T05:17:42.000Z,Sr Product Manager,Human Interest,C,,,,
rech4ltG8STODqj3c,2026-06-12T04:04:47.000Z,Program Manager,capitalrx,—,no-submit-button (board redirect),2026-05-21,Blocked,69
rechUDOaoSMQ6Vc1s,2026-07-22T05:17:56.000Z,"Principal Group Product Manager, B2B (Auth0)",Okta,C,,,,
rechXHse9EIOGjP1w,2026-06-12T04:04:47.000Z,"Principal Product Manager, Configuration Platform - Remote",careers,4.0/5,auto-submit re-run 2026-05-19,2026-05-14,Evaluated,42
rechb9mG6vvQ0Vsvs,2026-06-12T04:06:36.000Z,Sr Principal Information Systems Project Manager – NK Release Mgr (26-254),northrop grumman,A,auto-submit re-run 2026-06-03,2026-05-29,Blocked,122
rechdjK7Pq8BP6Dcb,2026-06-30T13:29:41.000Z,Social & Brand Program Manager,Anaplan,C,,,,
rechioEI6vap7ackf,2026-06-12T04:06:36.000Z,"Senior Associate, Technical Delivery Project Manager",pwc,B,auto-submit re-run 2026-06-03,2026-05-28,Blocked,120
rechwDCejsqWNoiKZ,2026-06-12T04:06:36.000Z,Program Manager 2 - 18584,northrop grumman,A,auto-submit re-run 2026-06-06,2026-05-29,Blocked,123
rechyuWFWSVXY8tKR,2026-06-23T05:14:54.000Z,"Product Manager, Global Marketplaces",Stripe,C,,,,
recig6El0cwzR7wwl,2026-06-12T04:08:07.000Z,Program Manager I,northrop grumman,B,auto-submit re-run 2026-06-07,2026-06-03,Blocked,182
reciiYHHZyjFzzu0E,2026-06-18T05:14:31.000Z,"Technical Program Manager, Quality and Reliability",Harvey,B,,,,
recijxIOeDtf5fhYz,2026-06-12T04:06:36.000Z,"Program Manager, GTM Strategic Programs",stripe,B,auto-submit re-run 2026-05-24,2026-05-23,Blocked,90
recipPmRPol63hYsT,2026-07-24T05:17:42.000Z,"Senior Technical Program Manager, Services Tools & Diagnostics",Twilio,B,,,,
recjYMztpahrI0Zz7,2026-06-12T04:08:54.000Z,Scrum Master / Agile Coach; Remote,raytheon,A,auto-submit re-run 2026-06-07,2026-06-06,Blocked,202
recjZB4wpATUnUdDM,2026-06-12T04:04:47.000Z,Agile Program Manager,forgeglobal,4.0/5,auto-submit re-run 2026-05-21,2026-05-14,Blocked,30
recjcDrCibXEznLVF,2026-06-18T05:14:30.000Z,"Product Manager, Ecosystem Risk",Stripe,B,,,,
recjhlkaFblJTmJvY,2026-06-18T05:14:29.000Z,Principal Product Manager,Twilio,B,,,,
recjkgaOxcj7GGL6N,2026-06-12T04:08:07.000Z,"Associate Director, Product Manager - Workforce Adaptive Planning",raytheon,A,auto-submit re-run 2026-06-06,2026-06-02,Blocked,146
recjye6ZMIQWn00Y0,2026-06-29T05:16:36.000Z,Sr. Field Technical Program Manager,Databricks,B,"--- OUTREACH: Denny Lee (TPM Track) ---
Connection request: Use existing drafted message - confirmed compatible with all TPM roles.

InMail - TPM-optimized variant (use this OR existing if existing is TPM-leaning):
Subject: TPM Opportunities at Databricks

Hey Denny,

Reaching out because Databricks keeps coming up in my research and the work you are doing in data and AI at that scale is hard to ignore.

I am Rahil Nathani, a Senior Program Manager and Scrum Master with 13 years of experience across Toyota, healthcare, and fintech. PMP and A-CSM certified. I have spent a lot of that time running complex, cross-functional delivery programs - coordinating engineering, product, and customer-facing teams on timelines that do not have much room for error.

I noticed a few TPM roles open on the Professional Services and Field teams that align well with my background in technical program delivery and external stakeholder engagement.

Would love to grab 20 minutes to learn more about the team and see if there is a fit. Happy to connect however works best.

Thanks,
Rahil Nathani
Dallas, TX | PMP | A-CSM",,,
reck0tnoW4JG75JZw,2026-06-12T04:08:54.000Z,Senior Project Manager – Advanced Nuclear (U.S. Remote Eligible),gevernova,A,auto-submit re-run 2026-06-07,2026-06-05,Blocked,193
reckh5c1iyd9qdlc5,2026-06-28T05:14:38.000Z,Senior Product Manager (Private Dining Discovery),OpenTable,C,,,,
reckiEEbpmTKw951t,2026-06-25T05:16:38.000Z,People Solutions Program Manager,Stripe,C,,,,
reckive1N2lr4Lweq,2026-06-12T04:08:07.000Z,Command Center Solutions and Services - Southeast Program Manager,motorolasolutions,A,auto-submit re-run 2026-06-03,2026-06-03,Blocked,154
recklPY6BdVD1jxvc,2026-06-12T04:04:47.000Z,Technical Program Manager TPM,spruceid,4.0/5,auto-submit re-run 2026-05-19,2026-05-19,Applied,59
recl0L6M5qIrdEt8K,2026-06-12T04:08:07.000Z,Lead Product Manager  Enabling Platforms R 417101,humana,A,auto-submit,2026-06-02,Blocked,143
reclL9NKc98Urr7pb,2026-06-29T05:16:36.000Z,"Sr Product Manager, Employee Experience",Databricks,C,"--- OUTREACH: Denny Lee (PM Track) ---
Connection request: Use existing drafted message - confirmed compatible with PM roles.

InMail - PM-optimized variant (recommend over TPM-leaning existing draft for this card):
Subject: Sr. PM Opportunities at Databricks

Hey Denny,

Reaching out because Databricks keeps coming up in my research and the product vision - across the data lakehouse, AI, and partner ecosystem - is genuinely compelling.

I am Rahil Nathani, a Senior Program Manager and Product Manager with 13 years of experience across Toyota, healthcare, and fintech. PMP and A-CSM certified. I have owned product strategy and delivery programs end to end, working closely with engineering, sales, and partners to bring complex products to market.

I noticed several open PM roles - including Sr. Product Manager, Employee Experience - that look like a strong fit. I would love to learn more about the roadmap and hear your take on where the team is headed.

Would you have 20 minutes for a quick chat? Happy to connect however works best.

Thanks,
Rahil Nathani
Dallas, TX | PMP | A-CSM",,,
reclTJNnFMAkTTri9,2026-06-12T04:08:07.000Z,Senior Project Manager - Combine Cycle Gas Power,gevernova,B,auto-submit re-run 2026-06-04,2026-05-29,Blocked,135
recldXgk3AV6U7s2D,2026-06-12T04:04:47.000Z,Sr. Staff Technical Program Manager - Reliability,databricks,5.0/5,auto-submit re-run 2026-06-07,2026-05-14,Blocked,44
reclgt1CBUdu5eFKz,2026-07-13T05:17:45.000Z,"Technical Program Manager, Bridge",Stripe,B,,,,
reclmIYJ0kSZWiEkI,2026-06-12T04:08:54.000Z,Sr Program Manager – Global MDR Program Lead,medtronic,A,auto-submit re-run 2026-06-07,2026-06-05,Blocked,188
reclnP1KuavqaRE6T,2026-06-12T04:08:54.000Z,Org Development Program Manager,medtronic,A,auto-submit re-run 2026-06-07,2026-06-05,Blocked,198
reclolSyUxc8Eusdg,2026-06-18T05:14:30.000Z,"Technical Program Manager, Cloud Inference",Anthropic,A,,,,
recmScAesGBeyfxXT,2026-06-18T05:14:31.000Z,"Technical Program Manager, Extensibility Programs",Stripe,B,"Covered by live-2026-06-12-30. The consolidated referral ask to Shamila leads with Enterprise Servicing and Capital Collections. Not sending a separate message for this posting, flag it if you want it added to the ask.",,,
recmf1Vnxnvn7JXXb,2026-06-12T04:06:36.000Z,Manager - Scrum Master,cvshealth,A,auto-submit re-run 2026-05-28,2026-05-28,Blocked,99
recmkfbc83btXGTCP,2026-07-12T05:17:30.000Z,[Job-85699] Senior Product Manager (living in Brazil + advanced German language skills),CI&T,C,,,,
recn88ERzap6dAXhW,2026-06-29T05:16:36.000Z,Field Technical Program Manager,Databricks,B,"--- OUTREACH: Denny Lee (TPM Track) ---
Connection request: Use existing drafted message - confirmed compatible with all TPM roles.

InMail - TPM-optimized variant (use this OR existing if existing is TPM-leaning):
Subject: TPM Opportunities at Databricks

Hey Denny,

Reaching out because Databricks keeps coming up in my research and the work you are doing in data and AI at that scale is hard to ignore.

I am Rahil Nathani, a Senior Program Manager and Scrum Master with 13 years of experience across Toyota, healthcare, and fintech. PMP and A-CSM certified. I have spent a lot of that time running complex, cross-functional delivery programs - coordinating engineering, product, and customer-facing teams on timelines that do not have much room for error.

I noticed a few TPM roles open on the Professional Services and Field teams that align well with my background in technical program delivery and external stakeholder engagement.

Would love to grab 20 minutes to learn more about the team and see if there is a fit. Happy to connect however works best.

Thanks,
Rahil Nathani
Dallas, TX | PMP | A-CSM",,,
recnFB5fiTpG331Rw,2026-06-12T04:08:54.000Z,Program Manager 1,northrop grumman,B,auto-submit re-run 2026-06-07,2026-06-05,Blocked,194
recnd4n5rM8DQBUtX,2026-06-12T04:04:47.000Z,"Technical Program Manager, Security",figma,4.0/5,auto-submit re-run 2026-05-21,2026-05-14,Blocked,35
recnjpvRQQechmjdK,2026-07-08T05:27:48.000Z,"Sr. Field Technical Program Manager, Forward Deployed Engineering - Public Sector",Databricks,B,,,,
recnjvsIIULA9gPJy,2026-06-12T04:06:36.000Z,"Systems Engineer II, Scrum Master - AN/TPY-2 Team Maverick",raytheon,B,auto-submit re-run 2026-06-02,2026-05-28,Blocked,109
recnqJqqxBfusnV5x,2026-06-18T05:14:28.000Z,"Regulatory Reporting Program Manager, Stablecoin",Stripe,C,"Covered by live-2026-06-12-30. The consolidated referral ask to Shamila leads with Enterprise Servicing and Capital Collections. Not sending a separate message for this posting, flag it if you want it added to the ask.",,,
recns63mIH1unKfn0,2026-06-25T05:16:38.000Z,Senior Product Manager - Business Lending,Mercury,C,,,,
recnzNl1ymTLxFHXN,2026-06-26T05:15:06.000Z,"Senior Product Manager, Data Platform",Okta,C,,,,
recoRLZCn6ToTN3HW,2026-07-13T05:17:45.000Z,"Technical Program Manager, Money-as-a-Service",Stripe,B,,,,
recoqb1PKT20VY2Do,2026-06-18T05:14:31.000Z,"Product Manager, AI Governance and Admin Experience",Notion,B,,,,
recp9Ob35PnSgtqMd,2026-07-11T05:15:14.000Z,"Senior Staff Technical Program Manager, Rider Loyalty",Lyft,B,,,,
recpGln4KcBBhaKD4,2026-06-18T05:14:30.000Z,"Program Manager, Solutions Architecture (GTM Transformation)",Stripe,B,"Covered by live-2026-06-12-30. The consolidated referral ask to Shamila leads with Enterprise Servicing and Capital Collections. Not sending a separate message for this posting, flag it if you want it added to the ask.",,,
recpPF10RRsg5dbwM,2026-06-12T04:08:07.000Z,Federal Project Manager,motorolasolutions,B,auto-submit re-run 2026-06-04,2026-06-03,Blocked,162
recppLhz1lOrVuMVH,2026-06-12T04:04:47.000Z,Technical Program Manager,scoutspace,4.0/5,auto-submit re-run 2026-05-21,2026-05-19,Blocked,54
recq3SHq56o1ITF46,2026-06-12T04:06:36.000Z,"Senior Systems Engineer, Scrum Master - AN/TPY-2 Team Maverick",raytheon,A,auto-submit re-run 2026-06-03,2026-05-28,Blocked,108
recqDqYQWJuh80Rma,2026-06-29T05:16:36.000Z,"Staff Product Manager, Agentic AI Applications",Databricks,C,"--- OUTREACH: Denny Lee (PM Track) ---
Connection request: Use existing drafted message - confirmed compatible with PM roles.

InMail - PM-optimized variant (recommend over TPM-leaning existing draft for this card):
Subject: Staff PM / Agentic AI at Databricks

Hey Denny,

Reaching out because the Staff PM, Agentic AI Applications role at Databricks caught my attention - the intersection of AI orchestration and enterprise product delivery is exactly the kind of problem space I have been working toward.

I am Rahil Nathani, a Senior Program Manager and Product Manager with 13 years of experience across Toyota, healthcare, and fintech. PMP and A-CSM certified. I have led AI-adjacent product and delivery programs with cross-functional engineering and data science teams, and I bring a structured approach to defining roadmaps in ambiguous, fast-moving spaces.

Would love to learn more about what you are building and whether my background could be a fit. Happy to connect however works best.

Thanks,
Rahil Nathani
Dallas, TX | PMP | A-CSM",,,
recqDzqeBqga8NyxV,2026-06-28T05:14:38.000Z,Senior Product Manager - UI Platform,Okta,C,,,,
recqa856tAfWSkRMM,2026-06-12T04:04:47.000Z,Technical Project Manager III,mitratech,4.0/5,auto-submit,2026-05-07,Evaluated,8
recqkHqH6M8lnz1at,2026-06-12T04:04:47.000Z,Technical Program Manager Research,deepgram,4.0/5,bat 6:10am — unverified (no confirm signal check pre-fix),2026-05-21,Submitted,82
recqzk5V2OE8vGOZF,2026-07-11T05:15:14.000Z,Senior Product Manager,LendingTree,C,,,,
recr11Hhn3bCzTvwM,2026-07-22T05:17:55.000Z,"Senior Program Manager, Disaster Recovery",Twilio,C,,,,
recr2Ik4PJ0CeQeJt,2026-06-21T08:02:16.000Z,"Product Manager, CMS",Figma,C,,,,
recr2Odyv5KQAOusB,2026-06-18T05:14:31.000Z,Head of Talent Management Programs and PMO,Duolingo,C,,,,
recr77f4Xz4aW8DPM,2026-06-18T05:14:28.000Z,Technical Program Manager - AI Transformation,Mulligan Funding,B,,,,
